(p,q,r,s): 0, 0, 3, 8: 0.0848905  integral time: 6.28936  elapsed time: 6.28937
(p,q,r,s): 0, 0, 5, 7: 0.0849023  integral time: 6.28949  elapsed time: 12.5789
(p,q,r,s): 0, 0, 6, 9: 0.0485445  integral time: 8.29279  elapsed time: 20.8717
(p,q,r,s): 0, 0, 7, 5: 0.0857902  integral time: 6.34576  elapsed time: 27.2175
(p,q,r,s): 0, 0, 7, 8: 0.0861505  integral time: 6.38945  elapsed time: 33.607
(p,q,r,s): 0, 0, 8, 3: 0.0832361  integral time: 6.33712  elapsed time: 39.9441
(p,q,r,s): 0, 0, 8, 7: 0.0852697  integral time: 6.3846  elapsed time: 46.3287
(p,q,r,s): 0, 0, 9, 6: 0.0486049  integral time: 8.29253  elapsed time: 54.6213
Table dumped to file: ../IntegralTables/test.dat
(p,q,r,s): 0, 1, 2, 7: 0.169131  integral time: 6.21254  elapsed time: 60.8339
(p,q,r,s): 0, 1, 5, 6: 0.118172  integral time: 7.20924  elapsed time: 68.0432
(p,q,r,s): 0, 1, 6, 5: 0.0848859  integral time: 7.23062  elapsed time: 75.2738
(p,q,r,s): 0, 1, 6, 8: 0.0366332  integral time: 7.25343  elapsed time: 82.5273
(p,q,r,s): 0, 1, 7, 2: 0.121232  integral time: 6.18584  elapsed time: 88.7132
(p,q,r,s): 0, 1, 8, 6: 0.0614934  integral time: 7.20474  elapsed time: 95.9179
Table dumped to file: ../IntegralTables/test.dat
(p,q,r,s): 0, 2, 1, 8: 0.167721  integral time: 6.21737  elapsed time: 102.135
(p,q,r,s): 0, 2, 3, 9: 0.11797  integral time: 7.20651  elapsed time: 109.342
(p,q,r,s): 0, 2, 7, 9: 0.0604756  integral time: 7.21539  elapsed time: 116.557
(p,q,r,s): 0, 2, 8, 1: 0.117594  integral time: 6.18917  elapsed time: 122.747
(p,q,r,s): 0, 2, 9, 3: 0.0848152  integral time: 7.232  elapsed time: 129.979
(p,q,r,s): 0, 2, 9, 7: 0.0366526  integral time: 7.29198  elapsed time: 137.271
Table dumped to file: ../IntegralTables/test.dat
(p,q,r,s): 0, 3, 0, 7: 0.220602  integral time: 4.48367  elapsed time: 141.754
(p,q,r,s): 0, 3, 2, 6: 0.220434  integral time: 7.05732  elapsed time: 148.812
(p,q,r,s): 0, 3, 4, 7: 0.0462074  integral time: 4.5606  elapsed time: 153.372
(p,q,r,s): 0, 3, 6, 2: 0.0836336  integral time: 7.22424  elapsed time: 160.597
(p,q,r,s): 0, 3, 7, 0: 0.0849578  integral time: 6.17725  elapsed time: 166.774
(p,q,r,s): 0, 3, 7, 4: -0.0206512  integral time: 6.22842  elapsed time: 173.002
Table dumped to file: ../IntegralTables/test.dat
(p,q,r,s): 0, 4, 3, 8: 0.0127947  integral time: 6.20467  elapsed time: 179.207
(p,q,r,s): 0, 4, 5, 7: 0.0134927  integral time: 6.22126  elapsed time: 185.428
(p,q,r,s): 0, 4, 6, 9: -0.0632571  integral time: 8.22632  elapsed time: 193.655
(p,q,r,s): 0, 4, 7, 5: -0.0209929  integral time: 6.19526  elapsed time: 199.85
(p,q,r,s): 0, 4, 7, 8: -0.00327904  integral time: 6.27361  elapsed time: 206.124
(p,q,r,s): 0, 4, 8, 3: -0.0207749  integral time: 6.20293  elapsed time: 212.326
(p,q,r,s): 0, 4, 8, 7: -0.0036157  integral time: 6.27151  elapsed time: 218.598
(p,q,r,s): 0, 4, 9, 6: -0.0612135  integral time: 8.22982  elapsed time: 226.828
Table dumped to file: ../IntegralTables/test.dat
(p,q,r,s): 0, 5, 0, 8: 0.221253  integral time: 4.48322  elapsed time: 231.311
(p,q,r,s): 0, 5, 1, 9: 0.221175  integral time: 7.06125  elapsed time: 238.372
(p,q,r,s): 0, 5, 4, 8: 0.0471606  integral time: 4.55091  elapsed time: 242.923
(p,q,r,s): 0, 5, 8, 0: 0.084291  integral time: 6.17606  elapsed time: 249.099
(p,q,r,s): 0, 5, 8, 4: -0.0212438  integral time: 6.23172  elapsed time: 255.331
(p,q,r,s): 0, 5, 9, 1: 0.0841234  integral time: 7.21893  elapsed time: 262.55
Table dumped to file: ../IntegralTables/test.dat
(p,q,r,s): 0, 6, 0, 6: 0.617771  integral time: 6.40665  elapsed time: 268.957
(p,q,r,s): 0, 6, 1, 3: 0.22049  integral time: 7.07536  elapsed time: 276.032
(p,q,r,s): 0, 6, 1, 7: 0.0361764  integral time: 7.09851  elapsed time: 283.131
