5 4 2 2 -0.152060656370009
4 5 2 2 -0.152389796119951
2 2 5 4 -0.151582628280384
2 2 4 5 -0.152027663063296
5 3 2 1 0.303024504144516
5 3 1 2 0.146858422837914
5 0 2 2 0.279084223392264
3 5 2 1 0.146528931333151
3 5 1 2 0.302442084820827
2 2 5 0 0.276748454202864
2 2 0 5 0.277466563616902
2 1 5 3 0.30345837946422
2 1 3 5 0.147347572178389
1 2 5 3 0.146672759207212
1 2 3 5 0.302137914149524
0 5 2 2 0.277364345306336
5 3 4 0 -0.0879457031140641
5 3 0 4 -0.0878973323752427
5 1 4 2 -0.124572104028877
5 1 2 4 -0.152239408493404
4 2 5 1 -0.123979891138777
4 2 1 5 -0.151558693542336
4 0 5 3 -0.0876040339999339
4 0 3 5 -0.0880460222083012
3 5 4 0 -0.0876278270974522
3 5 0 4 -0.0875516316394823
2 4 5 1 -0.151383537839387
2 4 1 5 -0.124071098307022
1 5 4 2 -0.151604712041447
1 5 2 4 -0.124564730669419
0 4 5 3 -0.0875778050471753
0 4 3 5 -0.0884009295582402
4 3 1 1 -0.152066110476558
4 0 2 1 -0.077954364057182
4 0 1 2 -0.0784239036434989
3 4 1 1 -0.151962574822123
2 1 4 0 -0.0778130168787982
2 1 0 4 -0.0744902300975731
1 2 4 0 -0.0780907383970515
1 2 0 4 -0.0777753151399097
1 1 4 3 -0.152134649601917
1 1 3 4 -0.151732829336436
0 4 2 1 -0.0783131465496069
0 4 1 2 -0.0777529708690052
5 3 4 4 0.139465225704301
5 3 0 0 0.117625190203887
5 1 2 0 0.276715015215398
5 1 0 2 0.16592463615592
4 4 5 3 0.138442278299023
4 4 3 5 0.138754629529622
3 5 4 4 0.139346493866
3 5 0 0 0.117230095617361
2 0 5 1 0.276840222824526
2 0 1 5 0.165504423535399
1 5 2 0 0.166248001028445
1 5 0 2 0.276478154363988
0 2 5 1 0.166114664252445
0 2 1 5 0.276900132491604
0 0 5 3 0.117389028173059
0 0 3 5 0.117481962376855
4 4 2 1 0.136733341619776
4 4 1 2 0.136439270614548
3 0 1 1 0.276528932941734
2 1 4 4 0.137042952392244
2 1 0 0 0.313688865734916
1 2 4 4 0.136452799230375
1 2 0 0 0.312319115841093
1 1 3 0 0.276239496293042
1 1 0 3 0.276401827339331
0 3 1 1 0.276798068137533
0 0 2 1 0.312743043640579
0 0 1 2 0.31419620125184
5 4 5 0 -0.00923124739039196
5 4 0 5 -0.087826299323128
5 0 5 4 -0.00959538889305941
5 0 4 5 -0.0878633295676879
4 5 5 0 -0.0876730694291216
4 5 0 5 -0.00925548441469405
4 4 4 0 0.137122921756757
4 4 0 4 0.137466890896721
4 3 3 0 -0.0879519523626839
4 3 0 3 -0.00964857965096221
4 2 2 0 -0.0785306380343527
4 2 0 2 0.0784879191931311
4 1 3 2 -0.124479768754045
4 1 2 3 -0.151855450344315
4 1 1 0 -0.0783422055921066
4 1 0 1 0.0784694563551348
4 0 4 4 0.137268222955115
4 0 0 0 0.313309562751964
3 4 3 0 -0.00897830895782979
3 4 0 3 -0.0881788615217109
3 2 4 1 -0.124961504567374
3 2 1 4 -0.152958966468468
3 0 4 3 -0.0877947618771566
3 0 3 4 -0.00920780222545465
2 4 2 0 0.0787958559040906
2 4 0 2 -0.0781117664228761
2 3 4 1 -0.151673072979987
2 3 1 4 -0.124373646111477
2 0 4 2 -0.0783383698841222
2 0 2 4 0.0786763392701066
1 4 3 2 -0.15242875605777
1 4 2 3 -0.124494424731222
1 4 1 0 0.0784106653619278
1 4 0 1 -0.077971856843482
1 0 4 1 -0.078478992860512
1 0 1 4 0.0788982173269739
0 5 5 4 -0.0874991435639471
0 5 4 5 -0.00972671441714105
0 4 4 4 0.135907052050775
0 4 0 0 0.313606336433932
0 3 4 3 -0.00896304476916885
0 3 3 4 -0.088205384382657
0 2 4 2 0.0763722401703766
0 2 2 4 -0.0783361451932702
0 1 4 1 0.0788289002674697
0 1 1 4 -0.0783453147987684
0 0 4 0 0.31314660868142
0 0 0 4 0.312771140471635
5 5 5 5 0.711613692097379
5 4 5 4 0.662749117934151
5 4 4 5 0.138491125362939
5 3 5 3 0.71121053361734
5 3 3 5 0.127900041302324
5 2 5 2 0.751743038686751
5 2 2 5 0.303907393811985
5 1 5 1 0.751563449806799
5 1 1 5 0.14704837473587
5 0 5 0 0.742180895508378
5 0 0 5 0.11757044292833
4 5 5 4 0.138662070252174
4 5 4 5 0.662749246287968
4 4 4 4 0.741456004694456
4 4 0 0 0.235869024874161
4 3 4 3 0.662264128059013
4 3 3 4 0.138609614916268
4 2 4 2 0.720604892191735
4 2 2 4 0.136651803651496
4 1 4 1 0.72095296692847
4 1 1 4 0.136173238416515
4 0 4 0 0.858135070967162
4 0 0 4 0.234986267446657
3 5 5 3 0.128690709203791
3 5 3 5 0.712043181807131
3 4 4 3 0.138930731820378
3 4 3 4 0.662332738650788
3 3 3 3 0.711343897677536
3 2 3 2 0.751556102331498
3 2 2 3 0.147443857622647
3 2 1 0 0.276643077732596
3 2 0 1 0.165945321736558
3 1 3 1 0.751489849437533
3 1 1 3 0.303944390502952
3 0 3 0 0.742247128527235
3 0 0 3 0.117458825804455
2 5 5 2 0.303751385126561
2 5 2 5 0.753036025896356
2 4 4 2 0.136726766463561
2 4 2 4 0.720752550429703
2 3 3 2 0.14735454095328
2 3 2 3 0.751376900360637
2 3 1 0 0.166114951863419
2 3 0 1 0.277035637049097
2 2 2 2 0.860702263314307
2 1 2 1 0.861426077640799
2 1 1 2 0.235243005638066
2 0 2 0 0.938614032562335
2 0 0 2 0.312872250910718
1 5 5 1 0.147199658209826
1 5 1 5 0.75192677146022
1 4 4 1 0.136640401862341
1 4 1 4 0.720770922093777
1 3 3 1 0.302175559163759
1 3 1 3 0.751727319319288
1 2 2 1 0.234764436201448
1 2 1 2 0.860504792165774
1 1 1 1 0.860330470055869
1 0 3 2 0.276680654931658
1 0 2 3 0.165826370576686
1 0 1 0 0.939528757341884
1 0 0 1 0.313458978634239
0 5 5 0 0.117376882030993
0 5 0 5 0.743072922192078
0 4 4 0 0.234745888061482
0 4 0 4 0.858533065927803
0 3 3 0 0.118071145842587
0 3 0 3 0.74879598290944
0 2 2 0 0.313274158426054
0 2 0 2 0.939991941858517
0 1 3 2 0.16601257177711
0 1 2 3 0.27649267774071
0 1 1 0 0.313661187218288
0 1 0 1 0.938561336865221
0 0 4 4 0.234483274690247
0 0 0 0 1.25400274285574
0 0 3 8 0.0848905
0 0 5 7 0.0849023
0 0 6 9 0.0485445
0 0 7 5 0.0857902
0 0 7 8 0.0861505
0 0 8 3 0.0832361
0 0 8 7 0.0852697
0 0 9 6 0.0486049
0 1 2 7 0.169131
0 1 5 6 0.118172
0 1 6 5 0.0848859
0 1 6 8 0.0366332
0 1 7 2 0.121232
0 1 8 6 0.0614934
0 2 1 8 0.167721
0 2 3 9 0.11797
0 2 7 9 0.0604756
0 2 8 1 0.117594
0 2 9 3 0.0848152
0 2 9 7 0.0366526
0 3 0 7 0.220602
0 3 2 6 0.220434
0 3 4 7 0.0462074
0 3 6 2 0.0836336
0 3 7 0 0.0849578
0 3 7 4 -0.0206512
0 4 3 8 0.0127947
0 4 5 7 0.0134927
0 4 6 9 -0.0632571
0 4 7 5 -0.0209929
0 4 7 8 -0.00327904
0 4 8 3 -0.0207749
